Title,Category,Article_url,Article
Brooklyn Nets' Steve Nash says there's 'a high probability' Kevin Durant (hamstring) returns this week,sports,https://abcnews.go.com/Sports/brooklyn-nets-steve-nash-high-probability-kevin-durant/story?id=76855172,"NEW YORK -- There is a ""high probability"" that           will return to the court this coming week after missing more than seven weeks with a hamstring strain,            coach Steve Nash said Saturday. Nash said there is a chance Durant could play as soon as Monday against the          . ""I am not certain on Monday,"" Nash said. ""I think it's an outside possibility, but I also couldn't say he's in any stretch probable for Monday. I think it's just wait and see. But it does look positive that this week sometime, there's a high probability he can return."" Durant last played on Feb. 13 against the          . Since then, the Nets have added veterans           and           to their roster. The Nets' Big Three of Durant,           and           have played just seven games together since Harden was traded to Brooklyn in mid-January. On Thursday, Durant said that he is feeling ""great"" in his rehabilitation and that he is ""progressing pretty well"" toward returning to the court. ""Initially, I didn't think it was that bad, just a regular strain,"" Durant said. ""Then we got a second scan and they say it was a little deeper than that. It was one of those things where I'm not feeling a ton of pain, but you don't want to force one of these injuries and make it worse."" Durant went on to say that he felt he had to be ""smart"" and ""cautious"" with his hamstring. Before Durant was sidelined, he was averaging 29.0 points, 7.3 rebound and 5.3 assists. When the former league MVP returns, the Nets will be tasked with quickly building chemistry on the fly before the playoffs begin in mid-May. Nash feels the friendships the group has built off the court should aid the players in meshing well on the floor. Still, Nash said the entire roster needs to play some games together so the Nets can iron out a rotation and jell before the postseason begins. Nash said he also felt the team needed to play through challenging games, some close games, together and ""face some adversity,"" so that they have some familiarity before they find themselves facing that in a playoff game. ""I think a lot of first-year teams struggle to compete for a championship if for no other reason than that collective history and experience,"" Nash said. ""So, that's something we have to accept and have to overcome."""
Arizona Wildcats women's basketball coach Adia Barnes not apologizing for viral postgame reaction,sports,https://abcnews.go.com/Sports/arizona-wildcats-womens-basketball-coach-adia-barnes-apologizing/story?id=76855173,"SAN ANTONIO --           women's basketball coach Adia Barnes said Saturday that she has nothing to apologize for after she used a middle finger and an expletive in a postgame huddle with her team in the joyous moments following a           in the Final Four. The moment, caught on ESPN cameras, went viral immediately after the win Friday night clinched the Wildcats a spot in the national championship game for the first time in school history. In her postgame news conference, Barnes admitted ""I did say a cuss word. The cuss word is basically, 'Forget everybody. ... Forget everybody if they don't believe in us, because we believe in us.'"" During a Zoom call Saturday to preview the national championship game against Stanford on Sunday, Barnes said she thought she was sharing a private moment with her team after pulling the upset. ""I honestly had a moment with my team, and I thought it was a more intimate huddle,"" she said. ""I said to my team something that I truly felt and I know they felt, and it just appeared different on TV, but I'm not apologizing for it because I don't feel like I need to apologize. It's what I felt with my team at the moment. I wouldn't take it back. We've gone to war together. We believe in each other. So I'm in those moments, and that's how I am, so I don't apologize for doing that. I'm just me, and I have to just be me."" Barnes and her players have said they felt disrespected at multiple times throughout the tournament, culminating with the NCAA leaving them out of a promotional video previewing the women's Final Four earlier this week. ""After going round by round, winning more, getting more love and then thinking that we finally got some respect, and obviously the video, other stuff that happened, it kind of was like a dagger,"" Arizona forward Sam Thomas said. ""So I think now we're just, we're in it for ourselves. If people want to support us, we love it. If people want to hate us, I mean, we're in the national championship, so what more can you say?"""
"UConn's Paige Bueckers, Baylor's NaLyssa Smith earn player of year honors",sports,https://abcnews.go.com/Sports/uconns-paige-bueckers-baylors-nalyssa-smith-earn-player/story?id=76855653,"SAN ANTONIO --            guard Paige Bueckers and           forward NaLyssa Smith both earned women's college basketball player of the year honors Saturday. Bueckers became the first freshman to win the Naismith Trophy since the award debuted in 1983. Smith, a junior, won the Wade Trophy, the oldest of the women's hoops awards, dating to 1978. Bueckers previously had earned Associated Press and ESPN.com player of the year honors, and she and Smith are among five finalists for the Wooden Award, which will be announced Tuesday on ESPN. Bueckers was not up for the Wade Trophy because its voting criteria states freshmen are not eligible. Also Saturday, Bueckers and fellow freshman guard Caitlin Clark of          , along with Smith, were announced as part of the 10-member Women's Basketball Coaches Association All-American team. It is the oldest of the women's All-American teams, dating to the 1974-75 season. The WBCA All-Americans also include two senior guards who will compete for the national championship Sunday (ESPN, 6 p.m. ET):          's Aari McDonald and          's Kiana Williams. The other five WBCA All-Americans are           sophomore forward Aliyah Boston,           senior guard Chelsea Dungee,           senior guard Dana Evans,           junior forward Naz Hillmon and           junior guard Rhyne Howard. Boston, Evans and Howard are the other three Wooden Award finalists, joining Bueckers and Smith."
Charlotte Hornets' Gordon Hayward to miss at least four weeks with sprained foot,sports,https://abcnews.go.com/Sports/charlotte-hornets-gordon-hayward-miss-weeks-sprained-foot/story?id=76855777," forward           will miss at least the next four weeks with a sprained right foot, the team announced Saturday. Hayward, who signed a four-year, $120 million contract to join Charlotte as a free agent in November, was set to make his return to Boston for the first time since leaving the           in the offseason before he suffered the injury during Friday's           at          . He will be reevaluated in about four weeks, the team said. Embracing a bigger role in Charlotte than he had in Boston, Hayward has excelled for the Hornets this season, averaging 19.6 points, 5.9 rebounds and 4.1 assists per game while shooting 41.5% from 3-point range. The Hornets -- already without star rookie          , who is out indefinitely with a fractured wrist -- have been one of the league's biggest surprises this season. Heading into Sunday's game in Boston, Charlotte sits two games over .500 and in fourth place in the Eastern Conference. The Hornets enter Saturday night's action projected by ESPN's Basketball Power Index to finish sixth in the East, which would allow them to avoid the play-in tournament and make the playoffs for the first time since losing in seven games to the           in the first round of the 2016 playoffs. Since returning to the league as an expansion team for the 2004-05 season, Charlotte has made the playoffs only three times and has yet to advance out of the first round. The Hornets are 1-3 in the four games Hayward has missed this season (24-20 with him), allowing 9.5 points per game more than when Hayward plays, according to ESPN Stats & Information data."
Veteran guard Rajon Rondo set to make LA Clippers debut Sunday against rival Los Angeles Lakers,sports,https://abcnews.go.com/Sports/veteran-guard-rajon-rondo-set-make-la-clippers/story?id=76855915," is expected to make his           debut against the           on Sunday according to coach Ty Lue. The Clippers acquired Rondo from           in a trade involving           at the trade deadline on March 25. Both teams are without key players. The Lakers are without           and           due to injuries. And Lue did not think that point guard           (knee) would be able to return and join Rondo on the floor. Beverley has missed the past 11 games due to injury. Starting center           also has been out for the past 10 games with a back injury. Rondo won a championship last season with the Lakers and will now take part in the Los Angeles rivalry on the other side with the Clippers. ""It's different,"" Rondo said of playing for the Clippers in the rivalry recently in an interview with ESPN's Rachel Nichols. ""It is a rivalry here in Los Angeles. But for the most part, I have been getting a bunch of 'welcome back's. It is different coming back to LA being a champion."" Hampered by an adductor injury, Rondo has been consistently working to learn the Clippers' playbook while he rested. ""Just kind of plugging him in, just seeing what he picks up,"" Lue said of what he hopes to see from Rondo. ""It's easy to go through plays in practice, but then you got a game on the fly, it is a little different. And I know how smart he is. Just seeing what he picks up and just seeing what we can incorporate while he is in the game and just try to go from there. It is going to be good to see him get on the floor."""
Iowa senior Luka Garza earns men's Naismith Player of the Year honors,sports,https://abcnews.go.com/Sports/iowa-senior-luka-garza-earns-mens-naismith-player/story?id=76856453,"Iowa senior Luka Garza was named the 2021 men's Naismith Player of the Year, awarded annually to the best player in men's college basketball. Garza was a finalist last season and becomes the first Iowa men's player to win the award. ""Winning an award in Naismith's name is an honor my family and I will always treasure. Naismith changed my life, and so many others, by creating the game that so many love. In 2015, when my dad and I watched Frank Kaminsky accept the Naismith Trophy in Indianapolis, I never thought I would be in this position six years later,"" Garza said. ""I am forever thankful to the University of Iowa, Coach McCaffery, the rest of the coaching staff, my teammates, my family and the countless other people and coaches who have helped me along the way. This is not an individual honor but a team award, and I am so proud to be able to bring this award home to Iowa City. Thank you to the Atlanta Tipoff Club for this prestigious award and thank you to Naismith for changing my life and so many others with the game of basketball."" UConn's Paige Bueckers          . ""Luka just concluded a remarkable college career and had tremendous expectations to live up to all season long, and while Paige is just beginning her college run, she had similar acclaim given her incredible high school achievements,"" said Eric Oberman, executive director of the Atlanta Tipoff Club. ""The common denominator is that both displayed complete dominance on the court throughout the course of an incredibly challenging basketball season, and for that, we're honored to recognize them as the 2021 Jersey Mike's Naismith Trophy winners."" After winning Big Ten Player of the Year last season, Garza opted to return to Iowa for his senior season instead of entering the NBA draft. He finished second nationally in scoring, averaging 24.1 points, and establishing himself as the best player in the country since the start of the season. Garza won Big Ten Player of the Year honors again and became Iowa's all-time leading scorer. Following an early March win over Wisconsin -- in which Garza finished with 21 points and 16 rebounds for his 12th double-double of the campaign -- Garza was informed his No. 55 jersey was going to be retired after the season. ""I honestly didn't expect that at all,"" Garza said after the game. ""I didn't realize that was a plan or that was going to happen. I was just really happy we won the game. For Coach to tell me that, it was a surreal feeling. Time slowed down, as I heard those words."" The men's Naismith College Player of the Year award has been given out since 1969, when UCLA's Lew Alcindor earned the honors. Dayton's Obi Toppin won the award last year, with Duke's Zion Williamson taking it home in 2019."
"Los Angeles Angels reliever Ty Buttrey, 28, announces he's leaving baseball",sports,https://abcnews.go.com/Sports/los-angeles-angels-reliever-ty-buttrey-28-announces/story?id=76858983,"ANAHEIM, Calif. --            reliever Ty Buttrey is walking away from baseball, saying he has lost his affection for the game. ""I just wanted to prove everyone wrong,"" he            Saturday. ""As time went on baseball became more of a business and less of a game. I couldn't help but notice my love and passion for this game started to diminish. I always thought baseball was a cool job. I also knew that same job paid extremely well. What young kid doesn't want a cool job that pays well?"" The right-hander was one of the key pieces of the Angels' bullpen over the past three seasons, but he struggled with control problems during spring training and was optioned to the team's alternate training site. His 115 appearances from 2018-20 were fourth on the team among pitchers, and he was 8-11 with a 4.30 ERA. Buttrey, 28, said he informed the Angels of his decision to leave baseball, and the organization asked him to take some more time to think about it. He did not outline his next steps in his statement. Angels manager Joe Maddon said before Friday's game against the           that he had not been in contact with Buttrey since last weekend, but that he did see the statement. ""I could hear his voice as I'm reading it. He's a very thoughtful young man, and I understood precisely what he's talking about,"" Maddon said. ""If the fun is diminished, don't do it. I totally agree with that. I think as youth, we've all gone through those moments about choosing things that follow your heart, as opposed to not. And so a lot of respect to what he said. ""I'm wishing nothing but the best. I'm looking forward to staying in touch with him and being of help in any way I can.''"
"Jamel Herring dominates Carl Frampton, who announces his retirement",sports,https://abcnews.go.com/Sports/jamel-herring-dominates-carl-frampton-announces-retirement/story?id=76858984,"Jamel Herring sent Carl Frampton into retirement with a sixth-round TKO in a third defense of his WBO world junior lightweight title Saturday. Herring fought to a career-best win as he thwarted Frampton's attempt to become the first boxer from Ireland to win world titles in three weight divisions. Afterward, an emotional Frampton announced his retirement. Herring, 35, shrugged off a nasty cut on his right eyelid to produce a polished performance as he controlled the distance against his shorter opponent, who was stopped after hitting the canvas in the fifth and sixth rounds. Herring (23-2, 11 KOs) celebrated his achievement without the presence of fans because of coronavirus restrictions at Caesars Palace Dubai in Dubai, United Arab Emirates. A 2012 Olympian originally from Long Island, New York, but now based in Cincinnati, Herring deserved to hear cheers for his achievement, the latest chapter of a late-blossoming career. Afterward, he said he hoped to unify belts against Mexico's Oscar Valdez, the WBC champion and ESPN's No. 1-ranked fighter in the division. ""I want to get another title,"" Herring said. ""I know Oscar Valdez has expressed interest in unifying. Most people know I have plans in moving up [in weight], but if that fight is available, let's do it."" But while Herring looks forward to bigger fights, Frampton (28-3, 16 KOs) is hanging up the gloves after a third professional defeat in a division with opponents who are too big for him. Frampton, 34, finishes after winning world titles at junior featherweight and featherweight, which is enough for some to consider him the best boxer in Irish history, regardless of whether he became a three-weight world champion against Herring. ""I'm deeply upset,"" said Frampton, who said he wanted to dedicate the fight to his old amateur coach, Billy McKee, who died recently. ""I said before the fight I would retire if I lost this fight and that's exactly what I will do. ... I want to dedicate my life to my family now. Boxing has been good to me. It has also been bad to me. The last few years have been the best of my career."" If there were any doubts around Frampton's quest to make history, they were based on Herring's physical advantages. They turned out to be valid concerns as Frampton failed to impose himself against the biggest opponent of his career. Herring is 5 inches taller than Frampton and has a 7-inch reach advantage. ""I lost to the better man,"" Frampton said. ""I really struggled to get inside him. ... It's zero excuses. I had an amazing camp."" Frampton questioned how well Herring made weight for their fight, but the American looked a lot sharper than he did in his previous outing against Jonathan Oquendo in September, when Herring won after Oquendo was disqualified because of an illegal head-butt. ""It was an emotional roller coaster just to get here,"" Herring said. ""My last outing wasn't the best. People called me every name in the book, people doubted me but even with the cut I wasn't going to quit."" In the opening round Saturday, Herring contained Frampton behind his long jab and also landed a good left. In the second round, Herring continued to dictate the fight as Frampton struggled to get inside the American's jab. Frampton was knocked back on his heels by a straight left early in the third as Herring controlled the early rounds by controlling the distance. Frampton was better when the fight was fought at close range, as it was in the fourth, and he unloaded hooks with Herring against the ropes. The attack opened a cut by Herring's right eye for the second successive fight, and he finished the round with blood streaming down his face. Frampton had never fought anyone as big as Herring and by the fifth round he was looking more confident. But Frampton was stopped suddenly in his tracks after walking on to a left hand and was deposited on his backside for a count. Frampton looked vulnerable for a while, but Herring did not capitalize until the sixth round, when he nailed his challenger with a left uppercut for another count. Herring went for the finish with more than a minute left in the round and threw a series of hooks that left Frampton on shaky legs, prompting his corner to throw in the towel and the fight to be stopped. ""It's tough to see any champion of the sport go out like that,"" Herring said. ""I'm honored to share the ring with him."" Herring later took to Twitter to salute Frampton. Herring trained alongside ESPN's pound-for-pound No. 1 Terence Crawford ahead of this fight. A former U.S. Marine, Herring made his first trip to the Middle East since he was on the second of two tours to Iraq."
Cincinnati men's basketball coach John Brannen on leave amid investigation,sports,https://abcnews.go.com/Sports/cincinnati-mens-basketball-coach-john-brannen-leave-amid/story?id=76859078,"The           on Saturday put men's basketball coach John Brannen on paid leave pending an investigation after six Bearcats players decided to transfer last month. The school announced March 26 that it had launched an investigation amid reports that a rift between Brannen and players had led to the requested transfers. Among the six who entered the transfer portal during a week in March were four members of the 2020 freshman class. Brennan's attorney, Tom Mars, told ESPN in a statement that Cincinnati is mishandling its investigation. ""It's been my experience that collegiate ADs are experts at mishandling internal investigations, and this case is no exception,"" Mars said. ""You don't have to take my word for it. I'm in possession of a communication from within the UC Athletics Department describing the mishandling of this internal investigation in much more descriptive terms. ""There's no basis for Coach Brannen to have been placed on administrative leave -- much less terminated for cause."" Mars added that Brannen would deserve his $5.25 million buyout if athletic director John Cunningham decides to fire him, threatening a lawsuit if the school tries to fire Brannen with cause. ""I'm hopeful, however, that AD Cunningham will wrap up the investigation quickly and reinstate Coach Brannen so that he can continue the great job he's done for Cincinnati basketball,"" Mars said in his statement. The Bearcats finished 12-11 in Brannen's second season at Cincinnati after a 20-10 record in 2019-20. He previously coached at          ."
First-half surge earns Scott Drew's Baylor Bears hard-earned berth in NCAA men's basketball title game,sports,https://abcnews.go.com/Sports/half-surge-earns-scott-drews-baylor-bears-hard/story?id=76859704,"INDIANAPOLIS -- By halftime of Baylor's 78-59 win over Houston in the men's basketball Final Four on Saturday, it was clear the two programs, one from the Big 12 and another from the American Athletic Conference, were operating on two different levels. Baylor's 45-20 edge entering the break was the largest halftime lead in a Final Four game in 18 years and the fourth largest in Final Four history, according to ESPN Stats & Information research.           had scored 17 points at that juncture. The rest of the Cougars had combined for just three by halftime.  finished with 17 points, five players finished with double figures, and Baylor made 46% of its 3-pointers. On Saturday, Baylor did all of the things that have made it a national title contender and the game's most dominant program since the start of the 2019-2020 season. The Bears have lost just five games since Nov. 8, 2019. Baylor now prepares for a potential matchup with Gonzaga on Monday -- if the Bulldogs can beat UCLA in the second national semifinal game on Saturday. In December, Baylor and Gonzaga were set to meet before the game was canceled hours before tipoff because of positive COVID-19 tests within Gonzaga's program. Since then, the Bulldogs have marched toward history, preserving their unblemished resume and pursuit of the first perfect season in 45 years. Meanwhile, Baylor kept pace with the Bulldogs until a three-week pause due to positive coronavirus cases seemed to disrupt the program's mojo. Baylor lost at Kansas in its second game back before losing to Oklahoma State in the Big 12 tournament semifinals. The latter, per Scott Drew, actually helped Baylor regain its focus. ""We lost to a very good Oklahoma State team in our conference tournament, which was a blessing, looking back, because we were able to practice and really get better at our defense, which at the end of the day we wouldn't be here today if we in the second half didn't lock down and do a really great job down that stretch,"" Drew said after his team's win over Arkansas in the Elite Eight. This has been an improbable run for Drew at Baylor. When he arrived in 2003, the program was stuck in one of the worst scandals the sport had ever seen. After Carlton Dotson was arrested for murdering teammate Patrick Dennehy, former coach Dave Bliss resigned after an assistant caught him on tape encouraging players to create a story about Dennehy that would have painted him as a drug dealer to throw investigators off the scent of his illegal actions, which included improper payments to players, including Dennehy. ""I'm extremely excited about being a part of the Baylor family,"" Drew said at his introductory news conference in 2003. He was hired shortly after Bliss resigned and asked to perform a miracle on a program that had not been to a Final Four since 1950. In Drew's third season, Baylor finished 4-13 amid major NCAA sanctions from the Bliss era, including a ban on nonconference games. Saturday's game, however, sealed the program's first national title game appearance since 1948. It also added another chapter to Drew's narrative. Baylor wasn't just a struggling program when he arrived. It had been hit with an unprecedented set of challenges. But his patience has paid off. Even when his team had to pay the price for a prior coach's actions, Drew stayed positive. ""The light is definitely at the end of the tunnel,"" Drew said in 2005. On Monday, at Lucas Oil Stadium in Indianapolis, Baylor and Drew aim to shine bright again."
Alabama basketball fan's death prompts COVID-19 contact tracing in Indianapolis,sports,https://abcnews.go.com/Sports/alabama-basketball-fans-death-prompts-covid-19-contact/story?id=76860269,"Following the death of a noted           basketball fan, the Marion County health department is investigating whether anyone who was in Indianapolis for the NCAA men's tournament last weekend was exposed to the coronavirus by any Alabama resident.  that Luke Ratliff, a 23-year old Alabama student, died on Friday from complications related to COVID-19. The paper reported he attended Alabama's game against           at Hinkle Fieldhouse last weekend and then returned to Tuscaloosa shortly after. Ratliff was then hospitalized earlier this week with an illness. He was a well-known fan known as ""Fluffopotamus,"" familiar to many in his plaid jacket this season and the leader of the Crimson Chaos basketball campus support group. The Marion County Public Health Department confirmed to ESPN in a statement Saturday that it had reached out to the Alabama Department of Public Health. ""Based on a recent news story, the Marion County Public Health Department and the Indiana State Department of Health are contacting the Alabama Department of Public Health to determine if anyone in Indianapolis may have been exposed to COVID-19 by any Alabama resident who visited Indianapolis in recent days,'' the county said in a statement provided by the NCAA. ""We are conducting an investigation following the county and state's standard contact tracing procedures.'' The NCAA did not immediately respond to ESPN's request for comment."
"Scott Drew's Baylor Bears 'just keep pressing forward,' securing spot in men's basketball title game",sports,https://abcnews.go.com/Sports/scott-drews-baylor-bears-pressing-forward-securing-spot/story?id=76860304,"INDIANAPOLIS -- By halftime of Baylor's           over Houston in the men's basketball Final Four on Saturday, it was clear the two programs, one from the Big 12 and another from the American Athletic Conference, were operating on two different levels. Baylor's 45-20 edge entering the break was the largest halftime lead in a Final Four game in 18 years and the fourth largest in Final Four history, according to ESPN Stats & Information research.           had scored 17 points at that juncture. The rest of the Cougars had combined to record just three by halftime.  finished with 17 points, five players recorded double figures, and Baylor made 46% of its 3-pointers. That's the story of the game. On Saturday, Baylor did all of the things that have made it a national title contender and the game's most dominant program since the start of the 2019-2020 season. The Bears have lost just five games since Nov. 8, 2019. Baylor now prepares for Gonzaga on Monday. The Bulldogs were indeed tested by UCLA in the second national semifinal game, before escaping with a          . In December, Baylor and Gonzaga were set to meet before the game was canceled hours before tipoff because of positive COVID-19 tests within Gonzaga's program. ""They've got pros,"" Butler said after his team's win over Houston. ""We've got pros."" Scott Drew, orchestrator of Baylor's long-term turnaround for the ages, said both he and Gonzaga coach Mark Few agreed -- after their game was canceled four months ago, that a meeting in the NCAA tournament might be on the horizon. ""It will be a hard-fought game,"" Drew said on Saturday. ""Coach Few and I joked when the game got canceled and we went to the arena and we did a press conference saying that the game was canceled and whatnot. And as we were riding back we were, like, you know what, if we end up playing this game in the Final Four or the championship game, that sounds like a better idea, so that was obviously the goal for both of us. ""And I know we're there."" Since the original game was canceled, the Bulldogs have marched toward history, preserving their unblemished record in pursuit of the first perfect season in 45 years. Even as late as Saturday night, that seemed in jeopardy before Gonzaga's buzzer-beater for the win. Meanwhile, Baylor kept pace with the Bulldogs until a three-week pause due to positive coronavirus cases seemed to disrupt the program's mojo. Baylor lost at Kansas in its second game back before losing to Oklahoma State in the Big 12 tournament semifinals. The latter, per Drew, actually helped Baylor regain its focus. ""We lost to a very good Oklahoma State team in our conference tournament, which was a blessing, looking back, because we were able to practice and really get better at our defense, which at the end of the day we wouldn't be here today if we [in the] second half didn't lock down and do a really great job down that stretch,"" Drew said after his team's win over Arkansas in the Elite Eight. Indeed, this has been an improbable run for Drew at Baylor. When he arrived in 2003, the program was stuck in one of the worst scandals the sport had ever seen. After Carlton Dotson was arrested for murdering teammate Patrick Dennehy, former coach Dave Bliss resigned after an assistant coach caught him on tape encouraging players to create a story about Dennehy that would have painted him as a drug dealer to throw investigators off the scent of Bliss' illegal actions, which included improper payments to players, including Dennehy. ""I'm extremely excited about being a part of the Baylor family,"" Drew said at his introductory news conference in 2003. He was hired shortly after Bliss resigned, and Drew was asked to perform a miracle on a program that had not been to a Final Four since 1950. In Drew's third season, Baylor finished 4-13 amid major NCAA sanctions from the Bliss era, including a ban on nonconference games. After Saturday's win, he credited the people in his corner for helping him push forward after the early challenges at Baylor. ""Well, every day you're grinding,"" Drew said about the journey on Saturday. ""And you really don't look back. You just keep pressing forward. And I've been so blessed to have unbelievable players that have bought into what we like to do with the program, tremendous assistant coaches that have sacrificed so much time, hard work, sweat to get us here."" Saturday's game, however, sealed the program's first national title game appearance since 1948. It also added another chapter to Drew's narrative. Baylor wasn't just a struggling program when he arrived. It had been hit with an unprecedented set of challenges. But his patience has paid off. Even when his team had to pay the price for a previous coach's actions, Drew stayed positive. ""The light is definitely at the end of the tunnel,"" Drew said in 2005. On Monday, at Lucas Oil Stadium in Indianapolis, Baylor and Drew aim to shine bright again."
Sources: Anthony Davis responds to motorcycle crash involving security guard,sports,https://abcnews.go.com/Sports/sources-anthony-davis-responds-motorcycle-crash-involving-security/story?id=76861113," star           responded to a crash scene involving his personal security guard on Saturday, sources close to Davis confirmed to ESPN. Davis' security guard, Garrett ""GP"" Partman, was riding a motorcycle at the time of the collision and needed to be taken to a local hospital for observation, sources told ESPN. There was optimism that any injuries Pullman suffered were minor and he would be OK, sources said. Davis spoke to police officers at the crash site, according to TMZ, which first reported the crash involving one vehicle and Pullman's motorcycle."
Chicago White Sox DH Yermin Mercedes starts season 8-for-8 to set MLB mark,sports,https://abcnews.go.com/Sports/chicago-white-sox-dh-yermin-mercedes-starts-season/story?id=76862754,"Welcome to the record books,          . The           rookie got three hits in his first three at-bats Saturday against the           to improve to 8-for-8 to start 2021, the most consecutive hits to start a season by any player in the modern era (since 1900). Mercedes, who had one major league at-bat entering the season, going 0-for-1 in 2020, has started at DH the past two games and tortured the Angels with his two-strike hitting -- five of the eight hits have come with two strikes. After homering in the second inning on Saturday for his first career home run, Mercedes' eighth straight hit came in the sixth inning, a double that bounced off the warning track in left-center. ""I'm just trying to wait for my pitch and not do too much,"" Mercedes said after the           in Anaheim. ""Just stay right there and swing hard. It doesn't matter if it is two strikes or no strikes, I just want to see the ball.'' In his ninth at-bat, Mercedes flew out to center field to end his streak. He finished 3-for-4 with two RBIs and a run scored on Saturday. ""All of his hits have been clutch and he has been putting us in position to try to win,"" manager Tony LaRussa said. ""He has had a great approach, especially with two strikes."" Mercedes is a 28-year-old rookie who has bounced around three organizations, originally signed by the Nationals and spending time with the Orioles before the White Sox signed him in 2018. He wasn't expected to be a big part of the lineup, but           's injury has opened up playing time, with projected DH           starting the past two games in left field. LaRussa said Mercedes was supposed to have the night off Saturday but that he earned his way into the lineup with his 5-for-5 night. Mercedes has spent most of his time in the minor leagues at catcher but does own a .302 career minor league average, and in 2019, he hit .317/.388/.581 with 23 home runs in 95 games between Double-A and Triple-A. ""I never imagined that. It is great for me,"" Mercedes said of his start. ""Now, it's a new day for me. I want to keep doing well and work with my approach. I want to play every day and I'm excited for that."" Before Mercedes, the only player since 1900 to get five hits in his first career start was Cecil Travis, who went 5-for-7 for the Washington Senators in 1933. The overall record for consecutive hits at any point in a season is 12, shared by the Cubs' Johnny Kling (1902) and two Red Sox players, Pinky Higgins (1938) and Walt Dropo (1952)."
Canucks add seven players to COVID protocol list as Brazilian variant found in team's outbreak,sports,https://abcnews.go.com/Sports/canucks-add-players-covid-protocol-list-brazilian-variant/story?id=76863122,"The          ' season remains on pause as a growing COVID-19 outbreak that has overwhelmed the team has gone from bad to worse. A source confirmed to ESPN on Saturday night that the more infectious Brazil variant of COVID-19 has been found among several of the cases affecting the Canucks, the first known cases of the new variant among NHL teams this year. That news was first reported by Canada's Postmedia. The news comes hours after the team added seven players to the league's COVID protocol list, bringing the total number of players to 14. Sources told ESPN that two coaches were added to the list, bringing the total number of coaches in the protocol to three. Seven players and a coach were already on the list, prompting the NHL to postpone Canucks games until April 8, with the practice facility opening no sooner than April 6. According to sources, the Canucks' recent additions to the protocol list could keep them out of action even longer. The Vancouver region has recently become a hotspot for the P.1 Brazilian variant of the virus. One source told ESPN that ""there are some players in rough shape tonight."" The Canucks are the second Canadian-based team to have COVID issues. The           had four games postponed in late March, but have since returned to action. The NHL has now postponed 45 games due to COVID, though the first 37 postponements were all for United States-based teams. For Vancouver, the issue began on Tuesday when           was pulled from practice following a positive test result, which was confirmed positive later that evening.           joined Gaudette on the protocol list on Thursday. By Friday,          ,          ,          ,           and           were all added to the list as well, following additional testing and contract tracing. Gaudette's wife, Micaela, tweeted on Thursday: ""My hubby isn't in great shape but I'm taking good care of him!"" Micaela Gaudette also tweeted: ""A human being gets sick with a virus we don't know much about and y'all are angry at him because you can't watch a hockey game."" ,          ,          ,          ,          ,          , and           were added to the list on Saturday."
